school_id,dem,value,labels
236,multiple_percent,0.087,Multiracial students
236,white_percent,0.3652,White students
236,ell_percent,0.03,English language learners
236,frpl_percent,0.6421,"Students eligible for
free/reduced-price lunch"
236,swd_percent,0.23,Students with Disabilities
237,aian_percent,0.0154,"American and
Alaska Native students"
237,asian_percent,0,Asian students
237,black_percent,0.0193,Black students
237,hispanic_percent,0.8842,Hispanic or Latina/o/x students
237,nhpi_percent,0.0039,"Native Hawaiian and
Pacific Islander students"
237,multiple_percent,0.0039,Multiracial students
237,white_percent,0.0734,White students
237,ell_percent,0.12,English language learners
237,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
237,swd_percent,0.3,Students with Disabilities
241,aian_percent,0,"American and
Alaska Native students"
241,asian_percent,0.0378,Asian students
241,black_percent,0.0284,Black students
241,hispanic_percent,0.0132,Hispanic or Latina/o/x students
241,nhpi_percent,0.0019,"Native Hawaiian and
Pacific Islander students"
241,multiple_percent,0.0095,Multiracial students
241,white_percent,0.9093,White students
241,ell_percent,0.0043,English language learners
241,frpl_percent,0.142,"Students eligible for
free/reduced-price lunch"
241,swd_percent,0.1484,Students with Disabilities
246,aian_percent,0.0542,"American and
Alaska Native students"
246,asian_percent,0.0361,Asian students
246,black_percent,0.0723,Black students
246,hispanic_percent,0.759,Hispanic or Latina/o/x students
246,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
246,multiple_percent,0,Multiracial students
246,white_percent,0.0783,White students
246,ell_percent,0.96,English language learners
246,frpl_percent,0.99,"Students eligible for
free/reduced-price lunch"
246,swd_percent,0.09,Students with Disabilities
247,aian_percent,0.01,"American and
Alaska Native students"
247,asian_percent,0.15,Asian students
247,black_percent,0.04,Black students
247,hispanic_percent,0.07,Hispanic or Latina/o/x students
247,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
247,multiple_percent,0.05,Multiracial students
247,white_percent,0.68,White students
247,ell_percent,0.02,English language learners
247,frpl_percent,0.06,"Students eligible for
free/reduced-price lunch"
247,swd_percent,0.13,Students with Disabilities
251,aian_percent,0,"American and
Alaska Native students"
251,asian_percent,0.04,Asian students
251,black_percent,0.04,Black students
251,hispanic_percent,0.04,Hispanic or Latina/o/x students
251,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
251,multiple_percent,0.08,Multiracial students
251,white_percent,0.8,White students
251,ell_percent,0,English language learners
251,frpl_percent,0.45,"Students eligible for
free/reduced-price lunch"
251,swd_percent,0.2,Students with Disabilities
266,aian_percent,0,"American and
Alaska Native students"
266,asian_percent,0.15,Asian students
266,black_percent,0.05,Black students
266,hispanic_percent,0.2,Hispanic or Latina/o/x students
266,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
266,multiple_percent,0.05,Multiracial students
266,white_percent,0.55,White students
266,ell_percent,0,English language learners
266,frpl_percent,0,"Students eligible for
free/reduced-price lunch"
266,swd_percent,0,Students with Disabilities
275,aian_percent,0,"American and
Alaska Native students"
275,asian_percent,0.0045,Asian students
275,black_percent,0.0091,Black students
275,hispanic_percent,0.0091,Hispanic or Latina/o/x students
275,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
275,multiple_percent,0.0091,Multiracial students
275,white_percent,0.9682,White students
275,ell_percent,0,English language learners
275,frpl_percent,0.5566,"Students eligible for
free/reduced-price lunch"
275,swd_percent,0.1297,Students with Disabilities
276,aian_percent,0,"American and
Alaska Native students"
276,asian_percent,0.01,Asian students
276,black_percent,0.19,Black students
276,hispanic_percent,0.25,Hispanic or Latina/o/x students
276,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
276,multiple_percent,0.06,Multiracial students
276,white_percent,0.49,White students
276,ell_percent,0.13,English language learners
276,frpl_percent,0.7,"Students eligible for
free/reduced-price lunch"
276,swd_percent,0.09,Students with Disabilities
281,aian_percent,0.0292,"American and
Alaska Native students"
281,asian_percent,0,Asian students
281,black_percent,0.0292,Black students
281,hispanic_percent,0.85,Hispanic or Latina/o/x students
281,nhpi_percent,0.0042,"Native Hawaiian and
Pacific Islander students"
281,multiple_percent,0,Multiracial students
281,white_percent,0.0875,White students
281,ell_percent,0.4,English language learners
281,frpl_percent,0.9625,"Students eligible for
free/reduced-price lunch"
281,swd_percent,0.05,Students with Disabilities
292,aian_percent,0,"American and
Alaska Native students"
292,asian_percent,0.003,Asian students
292,black_percent,0.0394,Black students
292,hispanic_percent,0.929,Hispanic or Latina/o/x students
292,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
292,multiple_percent,0.001,Multiracial students
292,white_percent,0.0276,White students
292,ell_percent,0.1225,English language learners
292,frpl_percent,0.8688,"Students eligible for
free/reduced-price lunch"
292,swd_percent,0.1769,Students with Disabilities
293,aian_percent,0,"American and
Alaska Native students"
293,asian_percent,0.02,Asian students
293,black_percent,0.19,Black students
293,hispanic_percent,0.07,Hispanic or Latina/o/x students
293,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
293,multiple_percent,0,Multiracial students
293,white_percent,0.72,White students
293,ell_percent,0,English language learners
293,frpl_percent,0.5,"Students eligible for
free/reduced-price lunch"
293,swd_percent,0.05,Students with Disabilities
296,aian_percent,0.0068,"American and
Alaska Native students"
296,asian_percent,0,Asian students
296,black_percent,0.0676,Black students
296,hispanic_percent,0.1486,Hispanic or Latina/o/x students
296,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
296,multiple_percent,0.0608,Multiracial students
296,white_percent,0.7162,White students
296,ell_percent,0.0161,English language learners
296,frpl_percent,0.8261,"Students eligible for
free/reduced-price lunch"
296,swd_percent,0.3387,Students with Disabilities
299,aian_percent,NA,"American and
Alaska Native students"
299,asian_percent,NA,Asian students
299,black_percent,NA,Black students
299,hispanic_percent,NA,Hispanic or Latina/o/x students
299,nhpi_percent,NA,"Native Hawaiian and
Pacific Islander students"
299,multiple_percent,NA,Multiracial students
299,white_percent,NA,White students
299,ell_percent,0.0429,English language learners
299,frpl_percent,0.3,"Students eligible for
free/reduced-price lunch"
299,swd_percent,0.1286,Students with Disabilities
302,aian_percent,0.0393,"American and
Alaska Native students"
302,asian_percent,0.034,Asian students
302,black_percent,0.0026,Black students
302,hispanic_percent,0.1099,Hispanic or Latina/o/x students
302,nhpi_percent,0.0026,"Native Hawaiian and
Pacific Islander students"
302,multiple_percent,0.0419,Multiracial students
302,white_percent,0.7696,White students
302,ell_percent,0.1018,English language learners
302,frpl_percent,0.7096,"Students eligible for
free/reduced-price lunch"
302,swd_percent,0.188,Students with Disabilities
303,aian_percent,0,"American and
Alaska Native students"
303,asian_percent,0.0182,Asian students
303,black_percent,0.8727,Black students
303,hispanic_percent,0.0909,Hispanic or Latina/o/x students
303,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
303,multiple_percent,0.0182,Multiracial students
303,white_percent,0,White students
303,ell_percent,0.23,English language learners
303,frpl_percent,0.2909,"Students eligible for
free/reduced-price lunch"
303,swd_percent,0.24,Students with Disabilities
306,aian_percent,0,"American and
Alaska Native students"
306,asian_percent,0,Asian students
306,black_percent,0.869,Black students
306,hispanic_percent,0.1214,Hispanic or Latina/o/x students
306,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
306,multiple_percent,0,Multiracial students
306,white_percent,0.0096,White students
306,ell_percent,0,English language learners
306,frpl_percent,0.4603,"Students eligible for
free/reduced-price lunch"
306,swd_percent,0,Students with Disabilities
312,aian_percent,0,"American and
Alaska Native students"
312,asian_percent,0.0069,Asian students
312,black_percent,0.7103,Black students
312,hispanic_percent,0.0897,Hispanic or Latina/o/x students
312,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
312,multiple_percent,0.0069,Multiracial students
312,white_percent,0.1862,White students
312,ell_percent,0.0072,English language learners
312,frpl_percent,0.3,"Students eligible for
free/reduced-price lunch"
312,swd_percent,0.1304,Students with Disabilities
319,aian_percent,0.0031,"American and
Alaska Native students"
319,asian_percent,0.022,Asian students
319,black_percent,0.0126,Black students
319,hispanic_percent,0.0441,Hispanic or Latina/o/x students
319,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
319,multiple_percent,0.0252,Multiracial students
319,white_percent,0.8929,White students
319,ell_percent,0.0016,English language learners
319,frpl_percent,0.13,"Students eligible for
free/reduced-price lunch"
319,swd_percent,0.205,Students with Disabilities
323,aian_percent,0.0029,"American and
Alaska Native students"
323,asian_percent,0.0043,Asian students
323,black_percent,0.1504,Black students
323,hispanic_percent,0.0415,Hispanic or Latina/o/x students
323,nhpi_percent,0.0014,"Native Hawaiian and
Pacific Islander students"
323,multiple_percent,0.0673,Multiracial students
323,white_percent,0.7321,White students
323,ell_percent,0,English language learners
323,frpl_percent,0.42,"Students eligible for
free/reduced-price lunch"
323,swd_percent,0.0751,Students with Disabilities
333,aian_percent,0.0128,"American and
Alaska Native students"
333,asian_percent,0.0385,Asian students
333,black_percent,0.0641,Black students
333,hispanic_percent,0.3718,Hispanic or Latina/o/x students
333,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
333,multiple_percent,0.0128,Multiracial students
333,white_percent,0.5,White students
333,ell_percent,0,English language learners
333,frpl_percent,0.4359,"Students eligible for
free/reduced-price lunch"
333,swd_percent,0.1233,Students with Disabilities
345,aian_percent,0.0168,"American and
Alaska Native students"
345,asian_percent,0.0084,Asian students
345,black_percent,0.1092,Black students
345,hispanic_percent,0.5714,Hispanic or Latina/o/x students
345,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
345,multiple_percent,0.1008,Multiracial students
345,white_percent,0.1933,White students
345,ell_percent,0.67,English language learners
345,frpl_percent,0.76,"Students eligible for
free/reduced-price lunch"
345,swd_percent,0.05,Students with Disabilities
348,aian_percent,0,"American and
Alaska Native students"
348,asian_percent,0.098,Asian students
348,black_percent,0.3549,Black students
348,hispanic_percent,0.1314,Hispanic or Latina/o/x students
348,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
348,multiple_percent,0.0667,Multiracial students
348,white_percent,0.349,White students
348,ell_percent,0.0279,English language learners
348,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
348,swd_percent,0.1218,Students with Disabilities
353,aian_percent,0,"American and
Alaska Native students"
353,asian_percent,0.003,Asian students
353,black_percent,0.3465,Black students
353,hispanic_percent,0.6444,Hispanic or Latina/o/x students
353,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
353,multiple_percent,0,Multiracial students
353,white_percent,0.0061,White students
353,ell_percent,0.0892,English language learners
353,frpl_percent,0.8343,"Students eligible for
free/reduced-price lunch"
353,swd_percent,0.169,Students with Disabilities
356,aian_percent,0,"American and
Alaska Native students"
356,asian_percent,0.0139,Asian students
356,black_percent,0.0139,Black students
356,hispanic_percent,0.0231,Hispanic or Latina/o/x students
356,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
356,multiple_percent,0.0417,Multiracial students
356,white_percent,0.9074,White students
356,ell_percent,0.0079,English language learners
356,frpl_percent,0.5689,"Students eligible for
free/reduced-price lunch"
356,swd_percent,0.2134,Students with Disabilities
358,aian_percent,0,"American and
Alaska Native students"
358,asian_percent,0,Asian students
358,black_percent,0,Black students
358,hispanic_percent,0,Hispanic or Latina/o/x students
358,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
358,multiple_percent,0,Multiracial students
358,white_percent,1,White students
358,ell_percent,0,English language learners
358,frpl_percent,0,"Students eligible for
free/reduced-price lunch"
358,swd_percent,0.03,Students with Disabilities
360,aian_percent,0.01,"American and
Alaska Native students"
360,asian_percent,0.13,Asian students
360,black_percent,0.04,Black students
360,hispanic_percent,0.49,Hispanic or Latina/o/x students
360,nhpi_percent,0.01,"Native Hawaiian and
Pacific Islander students"
360,multiple_percent,0.04,Multiracial students
360,white_percent,0.27,White students
360,ell_percent,0,English language learners
360,frpl_percent,0,"Students eligible for
free/reduced-price lunch"
360,swd_percent,0,Students with Disabilities
364,aian_percent,0.0043,"American and
Alaska Native students"
364,asian_percent,0.013,Asian students
364,black_percent,0.9048,Black students
364,hispanic_percent,0.039,Hispanic or Latina/o/x students
364,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
364,multiple_percent,0,Multiracial students
364,white_percent,0.039,White students
364,ell_percent,0.0084,English language learners
364,frpl_percent,0.4893,"Students eligible for
free/reduced-price lunch"
364,swd_percent,0.0422,Students with Disabilities
368,aian_percent,0.04,"American and
Alaska Native students"
368,asian_percent,0.02,Asian students
368,black_percent,0.1,Black students
368,hispanic_percent,0.1,Hispanic or Latina/o/x students
368,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
368,multiple_percent,0.15,Multiracial students
368,white_percent,0.59,White students
368,ell_percent,0.01,English language learners
368,frpl_percent,0.5,"Students eligible for
free/reduced-price lunch"
368,swd_percent,0.4,Students with Disabilities
371,aian_percent,0,"American and
Alaska Native students"
371,asian_percent,0.008,Asian students
371,black_percent,0.264,Black students
371,hispanic_percent,0.072,Hispanic or Latina/o/x students
371,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
371,multiple_percent,0.084,Multiracial students
371,white_percent,0.572,White students
371,ell_percent,0.0069,English language learners
371,frpl_percent,0.5571,"Students eligible for
free/reduced-price lunch"
371,swd_percent,0.2724,Students with Disabilities
380,aian_percent,0,"American and
Alaska Native students"
380,asian_percent,0.0173,Asian students
380,black_percent,0.1618,Black students
380,hispanic_percent,0.1272,Hispanic or Latina/o/x students
380,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
380,multiple_percent,0.0347,Multiracial students
380,white_percent,0.659,White students
380,ell_percent,0,English language learners
380,frpl_percent,0.9784,"Students eligible for
free/reduced-price lunch"
380,swd_percent,0.0227,Students with Disabilities
382,aian_percent,0.03,"American and
Alaska Native students"
382,asian_percent,0,Asian students
382,black_percent,0.43,Black students
382,hispanic_percent,0.04,Hispanic or Latina/o/x students
382,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
382,multiple_percent,0.11,Multiracial students
382,white_percent,0.39,White students
382,ell_percent,0.27,English language learners
382,frpl_percent,0.84,"Students eligible for
free/reduced-price lunch"
382,swd_percent,0.39,Students with Disabilities
383,aian_percent,0.0038,"American and
Alaska Native students"
383,asian_percent,0.011,Asian students
383,black_percent,0.0121,Black students
383,hispanic_percent,0.023,Hispanic or Latina/o/x students
383,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
383,multiple_percent,0.056,Multiracial students
383,white_percent,0.8941,White students
383,ell_percent,0,English language learners
383,frpl_percent,0.2164,"Students eligible for
free/reduced-price lunch"
383,swd_percent,0.0772,Students with Disabilities
384,aian_percent,0.0022,"American and
Alaska Native students"
384,asian_percent,0.0066,Asian students
384,black_percent,0.0088,Black students
384,hispanic_percent,0.0132,Hispanic or Latina/o/x students
384,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
384,multiple_percent,0.0661,Multiracial students
384,white_percent,0.9031,White students
384,ell_percent,0,English language learners
384,frpl_percent,0.14,"Students eligible for
free/reduced-price lunch"
384,swd_percent,0,Students with Disabilities
394,aian_percent,0.0033,"American and
Alaska Native students"
394,asian_percent,0.0067,Asian students
394,black_percent,0.01,Black students
394,hispanic_percent,0.0268,Hispanic or Latina/o/x students
394,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
394,multiple_percent,0.0401,Multiracial students
394,white_percent,0.913,White students
394,ell_percent,0.0066,English language learners
394,frpl_percent,0.4552,"Students eligible for
free/reduced-price lunch"
394,swd_percent,0.141,Students with Disabilities
411,aian_percent,0,"American and
Alaska Native students"
411,asian_percent,0.0175,Asian students
411,black_percent,0,Black students
411,hispanic_percent,0.6754,Hispanic or Latina/o/x students
411,nhpi_percent,0.0175,"Native Hawaiian and
Pacific Islander students"
411,multiple_percent,0.0965,Multiracial students
411,white_percent,0.193,White students
411,ell_percent,0.36,English language learners
411,frpl_percent,0.6333,"Students eligible for
free/reduced-price lunch"
411,swd_percent,0.18,Students with Disabilities
417,aian_percent,0.0061,"American and
Alaska Native students"
417,asian_percent,0.0284,Asian students
417,black_percent,0.071,Black students
417,hispanic_percent,0.6004,Hispanic or Latina/o/x students
417,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
417,multiple_percent,0.0345,Multiracial students
417,white_percent,0.2596,White students
417,ell_percent,0.3712,English language learners
417,frpl_percent,0.6754,"Students eligible for
free/reduced-price lunch"
417,swd_percent,0.1466,Students with Disabilities
418,aian_percent,0.0076,"American and
Alaska Native students"
418,asian_percent,0.0228,Asian students
418,black_percent,0.0558,Black students
418,hispanic_percent,0.8655,Hispanic or Latina/o/x students
418,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
418,multiple_percent,0.0051,Multiracial students
418,white_percent,0.0431,White students
418,ell_percent,0.663,English language learners
418,frpl_percent,0.9497,"Students eligible for
free/reduced-price lunch"
418,swd_percent,0.2161,Students with Disabilities
421,aian_percent,0.0018,"American and
Alaska Native students"
421,asian_percent,0,Asian students
421,black_percent,0.481,Black students
421,hispanic_percent,0.4521,Hispanic or Latina/o/x students
421,nhpi_percent,0.0036,"Native Hawaiian and
Pacific Islander students"
421,multiple_percent,0,Multiracial students
421,white_percent,0.0615,White students
421,ell_percent,0.15,English language learners
421,frpl_percent,0.7514,"Students eligible for
free/reduced-price lunch"
421,swd_percent,0.165,Students with Disabilities
429,aian_percent,0,"American and
Alaska Native students"
429,asian_percent,0.0271,Asian students
429,black_percent,0.9005,Black students
429,hispanic_percent,0.0271,Hispanic or Latina/o/x students
429,nhpi_percent,0.0045,"Native Hawaiian and
Pacific Islander students"
429,multiple_percent,0.0362,Multiracial students
429,white_percent,0.0045,White students
429,ell_percent,0.042,English language learners
429,frpl_percent,1,"Students eligible for
free/reduced-price lunch"
429,swd_percent,0.1849,Students with Disabilities
440,aian_percent,0.0018,"American and
Alaska Native students"
440,asian_percent,0.0282,Asian students
440,black_percent,0.2998,Black students
440,hispanic_percent,0.0688,Hispanic or Latina/o/x students
440,nhpi_percent,0.0018,"Native Hawaiian and
Pacific Islander students"
440,multiple_percent,0.0547,Multiracial students
440,white_percent,0.545,White students
440,ell_percent,0.0106,English language learners
440,frpl_percent,0.235,"Students eligible for
free/reduced-price lunch"
440,swd_percent,0.106,Students with Disabilities
445,aian_percent,0,"American and
Alaska Native students"
445,asian_percent,0,Asian students
445,black_percent,0.0045,Black students
445,hispanic_percent,0.0404,Hispanic or Latina/o/x students
445,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
445,multiple_percent,0.0224,Multiracial students
445,white_percent,0.9327,White students
445,ell_percent,0.0019,English language learners
445,frpl_percent,0.5686,"Students eligible for
free/reduced-price lunch"
445,swd_percent,0.1834,Students with Disabilities
452,aian_percent,0,"American and
Alaska Native students"
452,asian_percent,0.0017,Asian students
452,black_percent,0.0085,Black students
452,hispanic_percent,0.0204,Hispanic or Latina/o/x students
452,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
452,multiple_percent,0.0458,Multiracial students
452,white_percent,0.9236,White students
452,ell_percent,0.0017,English language learners
452,frpl_percent,0.5576,"Students eligible for
free/reduced-price lunch"
452,swd_percent,0.2024,Students with Disabilities
455,aian_percent,0.0051,"American and
Alaska Native students"
455,asian_percent,0.0169,Asian students
455,black_percent,0.0152,Black students
455,hispanic_percent,0.0507,Hispanic or Latina/o/x students
455,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
455,multiple_percent,0.0236,Multiracial students
455,white_percent,0.8885,White students
455,ell_percent,0.0187,English language learners
455,frpl_percent,0.27,"Students eligible for
free/reduced-price lunch"
455,swd_percent,0.1411,Students with Disabilities
458,aian_percent,0.0091,"American and
Alaska Native students"
458,asian_percent,0.0091,Asian students
458,black_percent,0.0364,Black students
458,hispanic_percent,0.6727,Hispanic or Latina/o/x students
458,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
458,multiple_percent,0,Multiracial students
458,white_percent,0.2727,White students
458,ell_percent,0.2632,English language learners
458,frpl_percent,0.5728,"Students eligible for
free/reduced-price lunch"
458,swd_percent,0.5474,Students with Disabilities
462,aian_percent,0,"American and
Alaska Native students"
462,asian_percent,0,Asian students
462,black_percent,0.02,Black students
462,hispanic_percent,0.02,Hispanic or Latina/o/x students
462,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
462,multiple_percent,0.02,Multiracial students
462,white_percent,0.93,White students
462,ell_percent,0,English language learners
462,frpl_percent,0.22,"Students eligible for
free/reduced-price lunch"
462,swd_percent,0.14,Students with Disabilities
465,aian_percent,0.0109,"American and
Alaska Native students"
465,asian_percent,0,Asian students
465,black_percent,0.4674,Black students
465,hispanic_percent,0.0978,Hispanic or Latina/o/x students
465,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
465,multiple_percent,0.1033,Multiracial students
465,white_percent,0.3207,White students
465,ell_percent,0,English language learners
465,frpl_percent,0.8066,"Students eligible for
free/reduced-price lunch"
465,swd_percent,0.0457,Students with Disabilities
466,aian_percent,0,"American and
Alaska Native students"
466,asian_percent,0,Asian students
466,black_percent,0.45,Black students
466,hispanic_percent,0.1,Hispanic or Latina/o/x students
466,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
466,multiple_percent,0.05,Multiracial students
466,white_percent,0.4,White students
466,ell_percent,0.02,English language learners
466,frpl_percent,0.2,"Students eligible for
free/reduced-price lunch"
466,swd_percent,0.3,Students with Disabilities
475,aian_percent,0,"American and
Alaska Native students"
475,asian_percent,0,Asian students
475,black_percent,0.25,Black students
475,hispanic_percent,0.18,Hispanic or Latina/o/x students
475,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
475,multiple_percent,0,Multiracial students
475,white_percent,0.62,White students
475,ell_percent,0.07,English language learners
475,frpl_percent,0.67,"Students eligible for
free/reduced-price lunch"
475,swd_percent,0.05,Students with Disabilities
477,aian_percent,0,"American and
Alaska Native students"
477,asian_percent,0.0037,Asian students
477,black_percent,0.495,Black students
477,hispanic_percent,0.1572,Hispanic or Latina/o/x students
477,nhpi_percent,0.0012,"Native Hawaiian and
Pacific Islander students"
477,multiple_percent,0.1089,Multiracial students
477,white_percent,0.2339,White students
477,ell_percent,0.0722,English language learners
477,frpl_percent,0.7841,"Students eligible for
free/reduced-price lunch"
477,swd_percent,0.1551,Students with Disabilities
480,aian_percent,0,"American and
Alaska Native students"
480,asian_percent,0.3295,Asian students
480,black_percent,0.3931,Black students
480,hispanic_percent,0.0231,Hispanic or Latina/o/x students
480,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
480,multiple_percent,0.0116,Multiracial students
480,white_percent,0.2428,White students
480,ell_percent,0.442,English language learners
480,frpl_percent,0.6105,"Students eligible for
free/reduced-price lunch"
480,swd_percent,0.0663,Students with Disabilities
483,aian_percent,0,"American and
Alaska Native students"
483,asian_percent,0.0261,Asian students
483,black_percent,0.5565,Black students
483,hispanic_percent,0.0261,Hispanic or Latina/o/x students
483,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
483,multiple_percent,0.0696,Multiracial students
483,white_percent,0.3217,White students
483,ell_percent,0,English language learners
483,frpl_percent,0.6244,"Students eligible for
free/reduced-price lunch"
483,swd_percent,0.0476,Students with Disabilities
493,aian_percent,0.06,"American and
Alaska Native students"
493,asian_percent,0,Asian students
493,black_percent,0.35,Black students
493,hispanic_percent,0.21,Hispanic or Latina/o/x students
493,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
493,multiple_percent,0,Multiracial students
493,white_percent,0.38,White students
493,ell_percent,0,English language learners
493,frpl_percent,0.65,"Students eligible for
free/reduced-price lunch"
493,swd_percent,0.2,Students with Disabilities
499,aian_percent,0,"American and
Alaska Native students"
499,asian_percent,0.0068,Asian students
499,black_percent,0.0137,Black students
499,hispanic_percent,0.0751,Hispanic or Latina/o/x students
499,nhpi_percent,0,"Native Hawaiian and
Pacific Islander students"
499,multiple_percent,0.0444,Multiracial students
499,white_percent,0.8601,White students
499,ell_percent,0.0081,English language learners
499,frpl_percent,0.0421,"Students eligible for
free/reduced-price lunch"
